id,agemonths,ageyears,age,agecat,sex,boxtype,trialno,sound,side,response,correct,explanation
261,63.625,5.302083333,5,five,m,metal,9,Woo,L,R,0,2
261,63.625,5.302083333,5,five,m,metal,10,Met,R,L,0,2
262,54.39473684,4.532894737,4,four,m,metal,1,Woo,L,R,0,1
262,54.39473684,4.532894737,4,four,m,metal,2,Met,R,L,0,1
262,54.39473684,4.532894737,4,four,m,metal,3,Met,R,R,1,1
262,54.39473684,4.532894737,4,four,m,metal,4,Woo,L,L,1,1
262,54.39473684,4.532894737,4,four,m,metal,5,Met,R,L,0,1
262,54.39473684,4.532894737,4,four,m,metal,6,Woo,L,L,1,1
262,54.39473684,4.532894737,4,four,m,metal,7,Met,R,R,1,1
262,54.39473684,4.532894737,4,four,m,metal,8,Woo,L,L,1,1
262,54.39473684,4.532894737,4,four,m,metal,9,Woo,L,R,0,1
262,54.39473684,4.532894737,4,four,m,metal,10,Met,R,R,1,1
263,41.13157895,3.427631579,3,three,m,metal,1,Woo,L,L,1,1
263,41.13157895,3.427631579,3,three,m,metal,2,Met,R,R,1,1
263,41.13157895,3.427631579,3,three,m,metal,3,Woo,L,R,0,1
263,41.13157895,3.427631579,3,three,m,metal,4,Met,R,R,1,1
263,41.13157895,3.427631579,3,three,m,metal,5,Woo,L,L,1,1
263,41.13157895,3.427631579,3,three,m,metal,6,Met,R,R,1,1
263,41.13157895,3.427631579,3,three,m,metal,7,Met,R,L,0,1
263,41.13157895,3.427631579,3,three,m,metal,8,Woo,L,L,1,1
263,41.13157895,3.427631579,3,three,m,metal,9,Woo,L,L,1,1
263,41.13157895,3.427631579,3,three,m,metal,10,Met,R,R,1,1
264,57.72368421,4.810307018,4,four,m,metal,1,Woo,L,R,0,3
264,57.72368421,4.810307018,4,four,m,metal,2,Met,R,R,1,3
264,57.72368421,4.810307018,4,four,m,metal,3,Woo,L,L,1,3
264,57.72368421,4.810307018,4,four,m,metal,4,Met,R,R,1,3
264,57.72368421,4.810307018,4,four,m,metal,5,Woo,L,L,1,3
264,57.72368421,4.810307018,4,four,m,metal,6,Met,R,R,1,3
264,57.72368421,4.810307018,4,four,m,metal,7,Met,R,R,1,3
264,57.72368421,4.810307018,4,four,m,metal,8,Woo,L,L,1,3
264,57.72368421,4.810307018,4,four,m,metal,9,Woo,L,L,1,3
264,57.72368421,4.810307018,4,four,m,metal,10,Met,R,R,1,3
265,66.75657895,5.563048246,5,five,f,wood,1,Met,L,L,1,3
265,66.75657895,5.563048246,5,five,f,wood,2,Woo,R,R,1,3
265,66.75657895,5.563048246,5,five,f,wood,3,Met,L,L,1,3
265,66.75657895,5.563048246,5,five,f,wood,4,Woo,R,R,1,3
265,66.75657895,5.563048246,5,five,f,wood,5,Met,L,L,1,3
265,66.75657895,5.563048246,5,five,f,wood,6,Woo,R,R,1,3
265,66.75657895,5.563048246,5,five,f,wood,7,Woo,R,R,1,3
265,66.75657895,5.563048246,5,five,f,wood,8,Met,L,L,1,3
265,66.75657895,5.563048246,5,five,f,wood,9,Met,L,L,1,3
265,66.75657895,5.563048246,5,five,f,wood,10,woo,R,R,1,3
269,60.30921053,5.025767544,5,five,m,wood,1,Met,L,R,0,1
269,60.30921053,5.025767544,5,five,m,wood,2,Woo,R,R,1,1
269,60.30921053,5.025767544,5,five,m,wood,3,Met,L,L,1,1
269,60.30921053,5.025767544,5,five,m,wood,4,Woo,R,L,0,1
269,60.30921053,5.025767544,5,five,m,wood,5,Met,L,L,1,1
269,60.30921053,5.025767544,5,five,m,wood,6,Woo,R,R,1,1
269,60.30921053,5.025767544,5,five,m,wood,7,Woo,R,L,0,1
269,60.30921053,5.025767544,5,five,m,wood,8,Met,L,L,1,1
269,60.30921053,5.025767544,5,five,m,wood,9,Met,L,L,1,1
269,60.30921053,5.025767544,5,five,m,wood,10,woo,R,L,0,1
270,71.23026316,5.935855263,5,five,f,wood,1,Met,L,L,1,3
270,71.23026316,5.935855263,5,five,f,wood,2,Woo,R,R,1,3
270,71.23026316,5.935855263,5,five,f,wood,3,Met,L,L,1,3
270,71.23026316,5.935855263,5,five,f,wood,4,Met,L,L,1,3
270,71.23026316,5.935855263,5,five,f,wood,5,Woo,R,R,1,3
270,71.23026316,5.935855263,5,five,f,wood,6,Met,L,L,1,3
270,71.23026316,5.935855263,5,five,f,wood,7,Woo,R,R,1,3
270,71.23026316,5.935855263,5,five,f,wood,8,Met,L,L,1,3
270,71.23026316,5.935855263,5,five,f,wood,9,Woo,R,R,1,3
270,71.23026316,5.935855263,5,five,f,wood,10,Woo,R,R,1,3
271,60.70394737,5.058662281,5,five,m,wood,1,Met,L,L,1,1
271,60.70394737,5.058662281,5,five,m,wood,2,Woo,R,R,1,1
271,60.70394737,5.058662281,5,five,m,wood,3,Woo,R,R,1,1
271,60.70394737,5.058662281,5,five,m,wood,4,Met,L,L,1,1
271,60.70394737,5.058662281,5,five,m,wood,5,Woo,R,R,1,1
271,60.70394737,5.058662281,5,five,m,wood,6,Woo,R,R,1,1
271,60.70394737,5.058662281,5,five,m,wood,7,Met,L,L,1,1
271,60.70394737,5.058662281,5,five,m,wood,8,Met,L,L,1,1
271,60.70394737,5.058662281,5,five,m,wood,9,Woo,R,R,1,1
271,60.70394737,5.058662281,5,five,m,wood,10,Met,L,L,1,1
272,68.93421053,5.744517544,5,five,f,metal,1,Woo,L,R,0,3
272,68.93421053,5.744517544,5,five,f,metal,2,Met,R,R,1,3
272,68.93421053,5.744517544,5,five,f,metal,3,Met,R,R,1,3
272,68.93421053,5.744517544,5,five,f,metal,4,Woo,L,L,1,3
272,68.93421053,5.744517544,5,five,f,metal,5,Met,R,R,1,3
272,68.93421053,5.744517544,5,five,f,metal,6,Met,R,R,1,3
272,68.93421053,5.744517544,5,five,f,metal,7,Woo,L,L,1,3
272,68.93421053,5.744517544,5,five,f,metal,8,Woo,L,L,1,3
272,68.93421053,5.744517544,5,five,f,metal,9,Met,R,R,1,3
272,68.93421053,5.744517544,5,five,f,metal,10,Woo,L,L,1,3
281,63.63815789,5.303179825,5,five,f,metal,1,Woo,L,R,0,3
281,63.63815789,5.303179825,5,five,f,metal,2,Met,R,R,1,3
281,63.63815789,5.303179825,5,five,f,metal,3,Woo,L,L,1,3
281,63.63815789,5.303179825,5,five,f,metal,4,Woo,L,R,0,3
281,63.63815789,5.303179825,5,five,f,metal,5,Met,R,R,1,3
281,63.63815789,5.303179825,5,five,f,metal,6,Woo,L,L,1,3
281,63.63815789,5.303179825,5,five,f,metal,7,Met,R,R,1,3
281,63.63815789,5.303179825,5,five,f,metal,8,Woo,L,L,1,3
281,63.63815789,5.303179825,5,five,f,metal,9,Met,R,R,1,3
281,63.63815789,5.303179825,5,five,f,metal,10,Met,R,R,1,3
